ID	M	e_M	logR	e_logR	logL	e_logL	Teff	e_Teff	I_M0	e_I_M0	V_M0	e_V_M0	VI	e_VI	W	e_W
OGLE-LMC-RRLYR-01106	0.619	0.050	0.735	0.019	1.730	0.042	6710	100	0.015	0.087	0.498	0.098	0.474	0.028	-0.721	0.078	
OGLE-LMC-RRLYR-01108	0.657	0.051	0.742	0.019	1.672	0.042	6430	100	0.135	0.087	0.654	0.098	0.530	0.028	-0.693	0.078	
OGLE-LMC-RRLYR-01113	0.608	0.052	0.717	0.019	1.677	0.042	6660	100	0.147	0.087	0.639	0.099	0.484	0.028	-0.605	0.078	
OGLE-LMC-RRLYR-01114	0.634	0.050	0.772	0.019	1.656	0.043	6190	100	0.088	0.090	0.66	0.10	0.585	0.029	-0.823	0.078	
OGLE-LMC-RRLYR-01115	0.622	0.050	0.712	0.019	1.660	0.042	6630	100	0.167	0.087	0.669	0.099	0.495	0.028	-0.600	0.077	
OGLE-LMC-RRLYR-01116	0.674	0.051	0.744	0.019	1.686	0.042	6460	100	0.089	0.087	0.616	0.098	0.530	0.028	-0.738	0.078	
OGLE-LMC-RRLYR-01117	0.613	0.050	0.730	0.019	1.681	0.042	6570	100	0.087	0.087	0.606	0.099	0.510	0.028	-0.704	0.078	
OGLE-LMC-RRLYR-01121	0.643	0.053	0.716	0.020	1.703	0.042	6750	100	0.097	0.088	0.571	0.099	0.466	0.028	-0.624	0.081	
OGLE-LMC-RRLYR-01123	0.619	0.051	0.765	0.019	1.742	0.042	6520	100	-0.059	0.087	0.463	0.099	0.518	0.028	-0.858	0.079	
OGLE-LMC-RRLYR-01125	0.631	0.052	0.716	0.020	1.654	0.042	6570	100	0.201	0.088	0.70	0.10	0.503	0.028	-0.578	0.079	
OGLE-LMC-RRLYR-01128	0.601	0.050	0.748	0.019	1.668	0.043	6410	100	0.101	0.090	0.63	0.10	0.532	0.029	-0.725	0.078	
OGLE-LMC-RRLYR-01132	0.577	0.050	0.732	0.019	1.650	0.043	6470	100	0.147	0.089	0.66	0.10	0.520	0.029	-0.660	0.078	
OGLE-LMC-RRLYR-01137	0.702	0.052	0.745	0.020	1.665	0.042	6390	110	0.157	0.088	0.69	0.10	0.544	0.029	-0.691	0.080	
OGLE-LMC-RRLYR-01138	0.628	0.052	0.716	0.020	1.695	0.042	6720	100	0.106	0.088	0.594	0.099	0.473	0.028	-0.627	0.079	
OGLE-LMC-RRLYR-01141	0.621	0.051	0.725	0.019	1.673	0.042	6560	100	0.147	0.087	0.646	0.098	0.502	0.028	-0.632	0.078	
OGLE-LMC-RRLYR-01143	0.717	0.053	0.798	0.020	1.778	0.042	6390	100	-0.145	0.089	0.393	0.099	0.540	0.029	-0.988	0.082	
OGLE-LMC-RRLYR-01144	0.563	0.050	0.739	0.019	1.720	0.042	6640	100	0.003	0.087	0.506	0.098	0.488	0.028	-0.756	0.078	
OGLE-LMC-RRLYR-01148	0.677	0.052	0.744	0.020	1.700	0.042	6520	100	0.082	0.088	0.596	0.099	0.514	0.028	-0.721	0.079	
OGLE-LMC-RRLYR-01157	0.589	0.051	0.698	0.019	1.661	0.042	6730	100	0.174	0.087	0.660	0.098	0.470	0.028	-0.553	0.077	
OGLE-LMC-RRLYR-01167	0.615	0.058	0.772	0.023	1.742	0.045	6460	110	-0.063	0.094	0.45	0.10	0.522	0.030	-0.877	0.091	
OGLE-LMC-RRLYR-01169	0.552	0.058	0.698	0.022	1.653	0.043	6700	110	0.165	0.091	0.64	0.10	0.475	0.031	-0.574	0.089	
OGLE-LMC-RRLYR-01170	0.591	0.052	0.722	0.019	1.689	0.042	6650	100	0.103	0.087	0.600	0.099	0.485	0.028	-0.649	0.078	
OGLE-LMC-RRLYR-01171	0.614	0.050	0.745	0.019	1.641	0.043	6310	100	0.099	0.090	0.69	0.10	0.577	0.029	-0.792	0.079	
OGLE-LMC-RRLYR-01172	0.646	0.052	0.715	0.019	1.682	0.042	6680	100	0.125	0.088	0.621	0.099	0.483	0.028	-0.624	0.079	
OGLE-LMC-RRLYR-01174	0.694	0.053	0.771	0.020	1.671	0.043	6250	100	0.109	0.090	0.67	0.10	0.578	0.029	-0.786	0.081	
OGLE-LMC-RRLYR-01176	0.629	0.051	0.727	0.019	1.663	0.042	6510	100	0.135	0.087	0.661	0.099	0.521	0.028	-0.673	0.078	
OGLE-LMC-RRLYR-01177	0.633	0.050	0.719	0.019	1.670	0.042	6590	100	0.166	0.088	0.668	0.099	0.499	0.028	-0.617	0.078	
OGLE-LMC-RRLYR-01181	0.685	0.052	0.737	0.019	1.701	0.042	6580	100	0.079	0.087	0.588	0.098	0.504	0.028	-0.705	0.078	
OGLE-LMC-RRLYR-01182	0.614	0.050	0.733	0.019	1.614	0.043	6320	100	0.230	0.089	0.78	0.10	0.561	0.028	-0.643	0.077	
OGLE-LMC-RRLYR-01183	0.646	0.051	0.784	0.020	1.791	0.042	6560	100	-0.163	0.087	0.345	0.098	0.504	0.029	-0.944	0.080	
OGLE-LMC-RRLYR-01185	0.602	0.052	0.705	0.020	1.657	0.042	6660	100	0.174	0.088	0.666	0.099	0.486	0.028	-0.581	0.079	
OGLE-LMC-RRLYR-01190	0.688	0.059	0.744	0.022	1.676	0.044	6440	110	0.132	0.091	0.66	0.10	0.534	0.030	-0.701	0.086	
OGLE-LMC-RRLYR-01193	0.693	0.050	0.799	0.019	1.752	0.042	6320	100	-0.090	0.087	0.458	0.099	0.554	0.028	-0.955	0.077	
OGLE-LMC-RRLYR-01195	0.638	0.052	0.728	0.020	1.659	0.042	6490	100	0.154	0.087	0.679	0.099	0.524	0.028	-0.661	0.079	
OGLE-LMC-RRLYR-01197	0.599	0.050	0.725	0.019	1.707	0.042	6710	100	0.058	0.087	0.541	0.098	0.475	0.028	-0.679	0.078	
OGLE-LMC-RRLYR-01201	0.690	0.051	0.750	0.019	1.684	0.042	6420	100	0.113	0.088	0.639	0.099	0.530	0.028	-0.714	0.078	
OGLE-LMC-RRLYR-01202	0.686	0.050	0.769	0.019	1.693	0.042	6300	100	0.039	0.088	0.58	0.10	0.558	0.028	-0.829	0.078	
OGLE-LMC-RRLYR-01206	0.624	0.051	0.723	0.019	1.661	0.042	6540	100	0.169	0.088	0.68	0.10	0.508	0.028	-0.626	0.079	
OGLE-LMC-RRLYR-01209	0.597	0.051	0.732	0.019	1.601	0.044	6290	100	0.246	0.091	0.81	0.10	0.570	0.029	-0.640	0.078	
OGLE-LMC-RRLYR-01215	0.656	0.050	0.754	0.019	1.654	0.042	6300	100	0.144	0.087	0.698	0.099	0.564	0.028	-0.737	0.078	
OGLE-LMC-RRLYR-01216	0.669	0.050	0.786	0.019	1.740	0.042	6350	100	-0.062	0.087	0.479	0.099	0.548	0.028	-0.916	0.078	
OGLE-LMC-RRLYR-01219	0.605	0.050	0.782	0.019	1.714	0.042	6310	100	-0.027	0.088	0.52	0.10	0.558	0.029	-0.897	0.077	
OGLE-LMC-RRLYR-01221	0.734	0.052	0.760	0.020	1.703	0.042	6410	100	0.064	0.088	0.59	0.10	0.540	0.028	-0.778	0.079	
OGLE-LMC-RRLYR-01223	0.682	0.052	0.761	0.020	1.727	0.042	6490	100	-0.003	0.088	0.519	0.099	0.522	0.029	-0.817	0.079	
OGLE-LMC-RRLYR-01225	0.586	0.053	0.692	0.020	1.655	0.042	6750	100	0.189	0.088	0.666	0.099	0.464	0.028	-0.532	0.080	
OGLE-LMC-RRLYR-01227	0.726	0.050	0.780	0.019	1.693	0.042	6260	99	0.058	0.087	0.624	0.099	0.573	0.028	-0.832	0.077	
OGLE-LMC-RRLYR-01229	0.595	0.054	0.713	0.020	1.697	0.042	6760	100	0.106	0.088	0.584	0.098	0.469	0.029	-0.618	0.080	
OGLE-LMC-RRLYR-01230	0.615	0.050	0.729	0.019	1.713	0.042	6690	100	0.049	0.087	0.543	0.098	0.480	0.028	-0.691	0.078	
OGLE-LMC-RRLYR-01232	0.594	0.050	0.733	0.019	1.695	0.042	6600	100	0.063	0.087	0.571	0.099	0.501	0.028	-0.713	0.078	
OGLE-LMC-RRLYR-01234	0.684	0.051	0.747	0.019	1.677	0.042	6410	100	0.137	0.087	0.665	0.099	0.533	0.028	-0.694	0.079	
OGLE-LMC-RRLYR-01238	0.525	0.050	0.687	0.019	1.622	0.042	6680	100	0.243	0.087	0.743	0.099	0.488	0.029	-0.509	0.077	
OGLE-LMC-RRLYR-01239	0.606	0.050	0.709	0.019	1.666	0.042	6670	100	0.153	0.087	0.648	0.098	0.484	0.028	-0.599	0.078	
OGLE-LMC-RRLYR-01240	0.567	0.052	0.710	0.019	1.714	0.042	6850	100	0.075	0.087	0.527	0.098	0.444	0.028	-0.609	0.079	
OGLE-LMC-RRLYR-01249	0.686	0.050	0.756	0.019	1.667	0.042	6320	100	0.139	0.087	0.683	0.099	0.555	0.028	-0.728	0.077	
OGLE-LMC-RRLYR-01252	0.593	0.055	0.755	0.022	1.691	0.047	6400	110	0.052	0.095	0.57	0.11	0.535	0.030	-0.785	0.086	
OGLE-LMC-RRLYR-01253	0.619	0.054	0.725	0.020	1.657	0.043	6490	100	0.175	0.091	0.68	0.10	0.517	0.029	-0.638	0.082	
OGLE-LMC-RRLYR-01265	0.707	0.051	0.787	0.020	1.804	0.042	6590	100	-0.163	0.088	0.343	0.099	0.504	0.028	-0.945	0.080	
OGLE-LMC-RRLYR-01266	0.655	0.054	0.721	0.020	1.722	0.042	6780	100	0.070	0.088	0.536	0.099	0.461	0.028	-0.642	0.080	
OGLE-LMC-RRLYR-01267	0.631	0.053	0.709	0.020	1.655	0.042	6610	100	0.192	0.088	0.687	0.099	0.495	0.028	-0.577	0.079	
OGLE-LMC-RRLYR-01274	0.720	0.050	0.767	0.019	1.699	0.042	6350	100	0.072	0.087	0.609	0.099	0.549	0.028	-0.787	0.077	
OGLE-LMC-RRLYR-01279	0.649	0.051	0.756	0.019	1.720	0.042	6510	100	-0.002	0.088	0.517	0.099	0.520	0.028	-0.807	0.078	
OGLE-LMC-RRLYR-01280	0.709	0.051	0.752	0.019	1.675	0.042	6360	100	0.129	0.087	0.656	0.099	0.544	0.028	-0.721	0.078	
OGLE-LMC-RRLYR-01285	0.689	0.051	0.761	0.019	1.671	0.042	6300	100	0.112	0.088	0.66	0.10	0.562	0.028	-0.761	0.078	
OGLE-LMC-RRLYR-01287	0.705	0.051	0.762	0.019	1.695	0.042	6370	100	0.082	0.087	0.610	0.099	0.542	0.028	-0.765	0.078	
OGLE-LMC-RRLYR-01289	0.578	0.050	0.659	0.019	1.591	0.042	6750	100	0.288	0.088	0.75	0.10	0.452	0.028	-0.412	0.077	
OGLE-LMC-RRLYR-01290	0.657	0.051	0.726	0.019	1.683	0.042	6600	100	0.124	0.087	0.628	0.098	0.500	0.028	-0.653	0.078	
OGLE-LMC-RRLYR-01291	0.586	0.056	0.742	0.021	1.703	0.043	6540	110	0.015	0.092	0.53	0.10	0.513	0.030	-0.780	0.086	
OGLE-LMC-RRLYR-01293	0.538	0.051	0.679	0.019	1.624	0.042	6720	100	0.272	0.087	0.747	0.099	0.467	0.028	-0.459	0.078	
OGLE-LMC-RRLYR-01296	0.551	0.050	0.727	0.019	1.741	0.042	6810	100	-0.009	0.087	0.445	0.099	0.448	0.029	-0.706	0.077	
OGLE-LMC-RRLYR-01297	0.687	0.053	0.735	0.020	1.678	0.042	6510	100	0.146	0.088	0.671	0.099	0.518	0.028	-0.663	0.079	
OGLE-LMC-RRLYR-01298	0.679	0.050	0.751	0.019	1.663	0.042	6330	100	0.146	0.087	0.686	0.099	0.551	0.028	-0.719	0.077	
OGLE-LMC-RRLYR-01299	0.562	0.052	0.693	0.019	1.658	0.042	6760	100	0.190	0.087	0.663	0.099	0.462	0.028	-0.526	0.078	
OGLE-LMC-RRLYR-01301	0.625	0.054	0.728	0.021	1.622	0.044	6360	110	0.213	0.092	0.76	0.10	0.549	0.030	-0.636	0.082	
OGLE-LMC-RRLYR-01305	0.729	0.051	0.774	0.019	1.710	0.042	6340	100	0.039	0.087	0.583	0.099	0.553	0.028	-0.823	0.078	
OGLE-LMC-RRLYR-01306	0.678	0.051	0.787	0.019	1.788	0.042	6530	100	-0.149	0.087	0.371	0.098	0.515	0.028	-0.951	0.079	
OGLE-LMC-RRLYR-01309	0.648	0.051	0.728	0.019	1.675	0.042	6550	100	0.141	0.087	0.644	0.099	0.508	0.028	-0.649	0.078	
OGLE-LMC-RRLYR-01310	0.648	0.051	0.782	0.019	1.795	0.042	6600	100	-0.169	0.087	0.340	0.099	0.503	0.028	-0.948	0.079	
OGLE-LMC-RRLYR-01325	0.605	0.051	0.723	0.019	1.689	0.042	6650	100	0.096	0.087	0.595	0.099	0.488	0.028	-0.660	0.078	
OGLE-LMC-RRLYR-01326	0.687	0.055	0.733	0.020	1.725	0.043	6700	100	0.049	0.089	0.533	0.099	0.477	0.028	-0.692	0.082	
OGLE-LMC-RRLYR-01328	0.675	0.051	0.745	0.020	1.674	0.042	6410	100	0.123	0.088	0.64	0.10	0.535	0.028	-0.711	0.079	
OGLE-LMC-RRLYR-01332	0.650	0.051	0.731	0.019	1.692	0.042	6600	100	0.087	0.087	0.597	0.098	0.502	0.028	-0.690	0.078	
OGLE-LMC-RRLYR-01336	0.653	0.051	0.738	0.019	1.711	0.042	6620	100	0.049	0.087	0.558	0.098	0.498	0.028	-0.723	0.077	
OGLE-LMC-RRLYR-01337	0.736	0.050	0.771	0.019	1.673	0.042	6246	99	0.101	0.088	0.68	0.10	0.580	0.028	-0.796	0.078	
OGLE-LMC-RRLYR-01338	0.642	0.057	0.723	0.020	1.694	0.043	6670	100	0.107	0.088	0.59	0.10	0.483	0.029	-0.641	0.081	
OGLE-LMC-RRLYR-01342	0.544	0.050	0.695	0.019	1.679	0.042	6820	100	0.141	0.087	0.598	0.098	0.448	0.028	-0.553	0.078	
OGLE-LMC-RRLYR-01344	0.654	0.054	0.734	0.020	1.655	0.043	6430	100	0.150	0.088	0.67	0.10	0.535	0.028	-0.684	0.080	
OGLE-LMC-RRLYR-01346	0.610	0.051	0.756	0.020	1.670	0.042	6320	100	0.075	0.088	0.62	0.10	0.557	0.028	-0.793	0.078	
OGLE-LMC-RRLYR-01347	0.703	0.050	0.782	0.019	1.733	0.042	6370	100	-0.021	0.087	0.514	0.098	0.544	0.028	-0.869	0.077	
OGLE-LMC-RRLYR-01348	0.614	0.050	0.741	0.019	1.628	0.042	6310	100	0.194	0.088	0.74	0.10	0.560	0.028	-0.680	0.077	
OGLE-LMC-RRLYR-01353	0.631	0.050	0.716	0.019	1.669	0.042	6620	100	0.143	0.087	0.650	0.098	0.497	0.028	-0.627	0.077	
OGLE-LMC-RRLYR-01355	0.617	0.050	0.738	0.019	1.646	0.043	6400	100	0.161	0.089	0.69	0.10	0.531	0.029	-0.666	0.077	
OGLE-LMC-RRLYR-01359	0.661	0.058	0.793	0.021	1.738	0.045	6290	100	-0.090	0.094	0.46	0.10	0.563	0.029	-0.958	0.087	
OGLE-LMC-RRLYR-01360	0.720	0.052	0.805	0.020	1.775	0.042	6330	100	-0.146	0.088	0.407	0.099	0.556	0.028	-1.008	0.081	
OGLE-LMC-RRLYR-01361	0.615	0.064	0.735	0.024	1.657	0.045	6430	120	0.151	0.095	0.68	0.10	0.534	0.032	-0.686	0.098	
OGLE-LMC-RRLYR-01362	0.628	0.051	0.753	0.019	1.732	0.042	6580	100	-0.003	0.087	0.505	0.098	0.501	0.028	-0.782	0.077	
OGLE-LMC-RRLYR-01370	0.605	0.050	0.740	0.019	1.681	0.043	6520	100	0.084	0.089	0.58	0.10	0.500	0.029	-0.692	0.078	
OGLE-LMC-RRLYR-01372	0.639	0.054	0.748	0.020	1.743	0.042	6660	100	-0.018	0.088	0.482	0.099	0.486	0.029	-0.769	0.081	
OGLE-LMC-RRLYR-01374	0.664	0.053	0.736	0.020	1.679	0.042	6490	100	0.120	0.088	0.638	0.099	0.521	0.028	-0.693	0.080	
OGLE-LMC-RRLYR-01376	0.639	0.054	0.717	0.020	1.699	0.042	6730	100	0.097	0.089	0.57	0.10	0.472	0.028	-0.634	0.081	
OGLE-LMC-RRLYR-01379	0.654	0.051	0.722	0.019	1.694	0.042	6670	100	0.105	0.087	0.604	0.098	0.486	0.028	-0.648	0.079	
OGLE-LMC-RRLYR-01380	0.664	0.051	0.758	0.019	1.722	0.042	6500	100	0.010	0.087	0.520	0.099	0.514	0.028	-0.793	0.078	
OGLE-LMC-RRLYR-01381	0.585	0.051	0.708	0.019	1.653	0.042	6620	100	0.174	0.087	0.670	0.099	0.492	0.028	-0.592	0.079	
OGLE-LMC-RRLYR-01383	0.554	0.050	0.676	0.019	1.622	0.042	6750	100	0.274	0.087	0.743	0.099	0.462	0.028	-0.443	0.077	
OGLE-LMC-RRLYR-01386	0.642	0.050	0.778	0.019	1.771	0.042	6540	100	-0.121	0.087	0.397	0.099	0.515	0.028	-0.919	0.077	
OGLE-LMC-RRLYR-01388	0.595	0.050	0.714	0.019	1.661	0.042	6610	100	0.155	0.087	0.659	0.099	0.496	0.028	-0.614	0.077	
OGLE-LMC-RRLYR-01389	0.612	0.055	0.703	0.020	1.697	0.043	6830	100	0.123	0.089	0.58	0.10	0.451	0.029	-0.572	0.082	
OGLE-LMC-RRLYR-01390	0.703	0.050	0.766	0.019	1.681	0.042	6302	99	0.088	0.087	0.641	0.099	0.560	0.028	-0.787	0.077	
OGLE-LMC-RRLYR-01391	0.643	0.050	0.721	0.019	1.623	0.042	6410	100	0.231	0.088	0.75	0.10	0.539	0.028	-0.608	0.078	
OGLE-LMC-RRLYR-01393	0.565	0.050	0.745	0.019	1.733	0.042	6650	100	-0.034	0.087	0.466	0.099	0.489	0.028	-0.792	0.078	
OGLE-LMC-RRLYR-01395	0.740	0.050	0.767	0.019	1.681	0.042	6290	100	0.076	0.087	0.659	0.098	0.574	0.028	-0.802	0.077	
OGLE-LMC-RRLYR-01398	0.629	0.051	0.744	0.019	1.731	0.042	6640	100	-0.005	0.087	0.491	0.099	0.491	0.028	-0.768	0.078	
OGLE-LMC-RRLYR-01401	0.656	0.051	0.756	0.020	1.650	0.042	6270	100	0.151	0.088	0.71	0.10	0.574	0.028	-0.742	0.078	
OGLE-LMC-RRLYR-01402	0.645	0.050	0.789	0.019	1.752	0.042	6380	100	-0.081	0.087	0.447	0.099	0.539	0.028	-0.926	0.078	
OGLE-LMC-RRLYR-01408	0.636	0.051	0.741	0.019	1.632	0.042	6310	100	0.203	0.088	0.75	0.10	0.563	0.028	-0.676	0.078	
OGLE-LMC-RRLYR-01410	0.669	0.051	0.759	0.020	1.691	0.042	6380	100	0.075	0.088	0.60	0.10	0.541	0.028	-0.767	0.079	
OGLE-LMC-RRLYR-01414	0.592	0.051	0.710	0.019	1.679	0.042	6710	100	0.127	0.087	0.613	0.098	0.474	0.028	-0.607	0.078	
OGLE-LMC-RRLYR-01420	0.747	0.053	0.764	0.020	1.776	0.042	6640	100	-0.065	0.088	0.431	0.099	0.489	0.028	-0.826	0.080	
OGLE-LMC-RRLYR-01423	0.557	0.055	0.715	0.020	1.714	0.043	6810	100	0.067	0.089	0.53	0.10	0.454	0.028	-0.631	0.081	
OGLE-LMC-RRLYR-01424	0.575	0.052	0.695	0.019	1.671	0.042	6800	100	0.161	0.087	0.627	0.098	0.456	0.028	-0.544	0.079	
OGLE-LMC-RRLYR-01425	0.623	0.052	0.716	0.019	1.686	0.042	6690	100	0.130	0.087	0.619	0.099	0.478	0.028	-0.610	0.078	
OGLE-LMC-RRLYR-01426	0.658	0.053	0.710	0.019	1.694	0.042	6760	100	0.122	0.088	0.600	0.099	0.467	0.028	-0.602	0.079	
OGLE-LMC-RRLYR-01428	0.676	0.051	0.760	0.019	1.718	0.042	6470	100	0.023	0.087	0.540	0.098	0.523	0.028	-0.790	0.078	
OGLE-LMC-RRLYR-01429	0.662	0.050	0.771	0.019	1.720	0.044	6440	110	-0.003	0.091	0.51	0.10	0.521	0.030	-0.813	0.078	
OGLE-LMC-RRLYR-01431	0.616	0.051	0.704	0.019	1.601	0.042	6460	100	0.293	0.088	0.827	0.099	0.534	0.028	-0.529	0.079	
OGLE-LMC-RRLYR-01432	0.653	0.051	0.733	0.019	1.693	0.042	6590	100	0.097	0.087	0.603	0.099	0.501	0.028	-0.681	0.078	
OGLE-LMC-RRLYR-01433	0.721	0.049	0.768	0.019	1.666	0.042	6229	99	0.124	0.087	0.693	0.098	0.578	0.028	-0.784	0.077	
OGLE-LMC-RRLYR-01434	0.575	0.051	0.694	0.019	1.623	0.042	6590	100	0.231	0.087	0.751	0.099	0.502	0.028	-0.546	0.078	
OGLE-LMC-RRLYR-01437	0.561	0.051	0.701	0.019	1.685	0.042	6800	100	0.124	0.087	0.588	0.099	0.453	0.029	-0.575	0.079	
OGLE-LMC-RRLYR-01441	0.603	0.053	0.750	0.020	1.692	0.042	6450	100	0.052	0.088	0.573	0.099	0.527	0.028	-0.769	0.080	
OGLE-LMC-RRLYR-01442	0.593	0.052	0.713	0.019	1.661	0.042	6610	100	0.168	0.087	0.666	0.099	0.494	0.028	-0.596	0.078	
OGLE-LMC-RRLYR-01446	0.619	0.057	0.706	0.021	1.677	0.043	6720	100	0.137	0.089	0.62	0.10	0.472	0.029	-0.597	0.082	
OGLE-LMC-RRLYR-01448	0.638	0.051	0.731	0.019	1.690	0.042	6600	100	0.089	0.087	0.600	0.098	0.501	0.028	-0.690	0.077	
OGLE-LMC-RRLYR-01453	0.722	0.051	0.780	0.019	1.743	0.042	6410	100	-0.041	0.087	0.481	0.099	0.535	0.028	-0.875	0.078	
OGLE-LMC-RRLYR-01460	0.588	0.051	0.732	0.019	1.740	0.042	6770	100	-0.008	0.088	0.454	0.099	0.461	0.028	-0.724	0.079	
OGLE-LMC-RRLYR-01462	0.668	0.051	0.780	0.020	1.757	0.042	6450	100	-0.092	0.087	0.426	0.098	0.525	0.028	-0.907	0.079	
OGLE-LMC-RRLYR-01466	0.580	0.050	0.694	0.019	1.627	0.042	6650	100	0.228	0.087	0.731	0.099	0.492	0.028	-0.533	0.077	
OGLE-LMC-RRLYR-01467	0.689	0.050	0.755	0.019	1.660	0.042	6314	99	0.147	0.088	0.695	0.099	0.558	0.028	-0.726	0.077	
OGLE-LMC-RRLYR-01468	0.673	0.050	0.736	0.019	1.719	0.042	6660	100	0.055	0.087	0.547	0.098	0.485	0.028	-0.698	0.077	
OGLE-LMC-RRLYR-01470	0.764	0.051	0.805	0.019	1.792	0.042	6400	100	-0.149	0.087	0.383	0.098	0.537	0.028	-0.987	0.078	
OGLE-LMC-RRLYR-01471	0.617	0.051	0.743	0.019	1.668	0.042	6400	100	0.112	0.088	0.638	0.099	0.537	0.028	-0.728	0.078	
OGLE-LMC-RRLYR-01472	0.701	0.051	0.780	0.019	1.704	0.042	6280	100	0.032	0.088	0.59	0.10	0.565	0.028	-0.850	0.078	
OGLE-LMC-RRLYR-01483	0.579	0.051	0.721	0.019	1.694	0.042	6680	100	0.086	0.087	0.580	0.099	0.479	0.028	-0.655	0.077	
OGLE-LMC-RRLYR-01484	0.550	0.053	0.685	0.020	1.654	0.042	6800	100	0.195	0.088	0.663	0.099	0.454	0.029	-0.508	0.080	
OGLE-LMC-RRLYR-01485	0.559	0.051	0.710	0.019	1.715	0.042	6840	100	0.066	0.087	0.521	0.098	0.444	0.028	-0.620	0.078	
OGLE-LMC-RRLYR-01489	0.636	0.051	0.725	0.019	1.694	0.042	6650	100	0.104	0.087	0.597	0.098	0.486	0.028	-0.652	0.078	
OGLE-LMC-RRLYR-01491	0.639	0.052	0.729	0.020	1.692	0.042	6610	100	0.102	0.088	0.602	0.099	0.495	0.028	-0.666	0.079	
OGLE-LMC-RRLYR-01492	0.550	0.051	0.682	0.019	1.651	0.042	6800	100	0.216	0.088	0.67	0.10	0.442	0.028	-0.480	0.078	
OGLE-LMC-RRLYR-01499	0.578	0.051	0.714	0.019	1.706	0.042	6790	100	0.076	0.087	0.547	0.099	0.461	0.028	-0.636	0.078	
OGLE-LMC-RRLYR-01500	0.751	0.053	0.795	0.020	1.786	0.042	6460	100	-0.124	0.088	0.397	0.099	0.527	0.028	-0.946	0.080	
OGLE-LMC-RRLYR-01506	0.670	0.051	0.729	0.019	1.699	0.042	6630	100	0.113	0.087	0.606	0.098	0.489	0.028	-0.647	0.078	
OGLE-LMC-RRLYR-01516	0.705	0.052	0.762	0.019	1.740	0.042	6540	100	-0.022	0.088	0.502	0.099	0.516	0.028	-0.822	0.079	
OGLE-LMC-RRLYR-01518	0.717	0.052	0.759	0.019	1.715	0.042	6460	100	0.043	0.087	0.568	0.099	0.528	0.028	-0.781	0.079	
OGLE-LMC-RRLYR-01521	0.667	0.052	0.763	0.020	1.758	0.042	6590	100	-0.063	0.087	0.445	0.098	0.501	0.029	-0.840	0.079	
OGLE-LMC-RRLYR-01524	0.620	0.052	0.718	0.019	1.650	0.042	6530	100	0.184	0.087	0.694	0.099	0.513	0.028	-0.614	0.078	
OGLE-LMC-RRLYR-01527	0.605	0.058	0.704	0.021	1.677	0.044	6740	100	0.144	0.090	0.62	0.10	0.467	0.029	-0.580	0.083	
OGLE-LMC-RRLYR-01528	0.675	0.053	0.723	0.020	1.705	0.042	6690	100	0.090	0.088	0.584	0.099	0.481	0.028	-0.657	0.080	
OGLE-LMC-RRLYR-01529	0.595	0.050	0.717	0.019	1.697	0.042	6730	100	0.082	0.087	0.555	0.099	0.471	0.028	-0.642	0.077	
OGLE-LMC-RRLYR-01531	0.711	0.052	0.750	0.020	1.698	0.042	6470	100	0.105	0.089	0.61	0.10	0.521	0.028	-0.709	0.080	
OGLE-LMC-RRLYR-01533	0.560	0.051	0.653	0.019	1.581	0.042	6740	100	0.354	0.088	0.82	0.10	0.461	0.029	-0.370	0.078	
OGLE-LMC-RRLYR-01534	0.689	0.052	0.745	0.020	1.695	0.042	6510	100	0.096	0.087	0.619	0.099	0.519	0.028	-0.714	0.079	
OGLE-LMC-RRLYR-01536	0.648	0.050	0.750	0.019	1.623	0.042	6250	100	0.201	0.088	0.77	0.10	0.582	0.028	-0.703	0.077	
OGLE-LMC-RRLYR-01538	0.577	0.051	0.750	0.019	1.740	0.042	6630	100	-0.040	0.087	0.453	0.099	0.489	0.028	-0.802	0.078	
OGLE-LMC-RRLYR-01540	0.635	0.054	0.732	0.020	1.672	0.042	6520	100	0.142	0.087	0.666	0.098	0.515	0.029	-0.658	0.080	
OGLE-LMC-RRLYR-01541	0.639	0.051	0.721	0.019	1.691	0.042	6670	100	0.104	0.087	0.598	0.099	0.485	0.028	-0.645	0.078	
OGLE-LMC-RRLYR-01542	0.627	0.052	0.712	0.020	1.684	0.042	6710	100	0.128	0.088	0.613	0.099	0.474	0.029	-0.605	0.079	
OGLE-LMC-RRLYR-01545	0.681	0.051	0.747	0.019	1.676	0.042	6410	100	0.126	0.088	0.644	0.099	0.534	0.028	-0.708	0.078	
OGLE-LMC-RRLYR-01547	0.660	0.052	0.744	0.020	1.686	0.042	6470	110	0.111	0.088	0.628	0.099	0.522	0.029	-0.704	0.080	
OGLE-LMC-RRLYR-01548	0.567	0.049	0.711	0.019	1.705	0.041	6800	100	0.080	0.087	0.540	0.098	0.455	0.028	-0.626	0.077	
OGLE-LMC-RRLYR-01550	0.705	0.050	0.759	0.019	1.690	0.042	6370	100	0.095	0.087	0.630	0.099	0.544	0.028	-0.753	0.078	
OGLE-LMC-RRLYR-01551	0.681	0.051	0.756	0.019	1.672	0.042	6330	100	0.120	0.087	0.663	0.099	0.552	0.028	-0.743	0.078	
OGLE-LMC-RRLYR-01558	0.631	0.052	0.725	0.020	1.674	0.042	6570	100	0.131	0.087	0.639	0.099	0.505	0.028	-0.654	0.079	
